,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,参考相場,,,,,
,米ドル,英ポンド,ユーロ,カナダドル,スイスフラン,スウェーデンクローネ,デンマーククローネ,ノルウェークローネ,オーストラリアドル,ニュージーランドドル,南アフリカランド,バーレーンディナール,インドネシアルピア,中国人民元,香港ドル,インドルピー,マレーシアリンギ,フィリピンペソ,シンガポールドル,韓国ウォン,タイバーツ,クウェートディナール,サウジアラビアリアル,UAEディルハム,メキシコペソ,パプアニューギニアキナ,ハンガリーフォリント,チェココロナ,ポーランドズロチ,トルコリラ,,インドネシアルピア,中国人民元,マレーシアリンギ,韓国ウォン,台湾ドル,ロシアルーブル
,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD,IDR(100),CNY,HKD,INR,MYR,PHP,SGD,KRW(100),THB,KWD,SAR,AED,MXN,PGK,HUF,CZK,PLN,TRY,,IDR(100),CNY,MYR,KRW(100),TWD,RUB
2007/12/12,110.92,225.96,162.64,109.64,98.07,17.21,21.81,20.34,97.33,86.37,16.32,296.02,*****,*****,14.22,2.83,*****,2.68,76.78,*****,3.67,401.59,29.56,30.21,10.2,41.74,0.65,6.2773,45.32,,,1.2,15.03,33.38,11.97,3.44,
2007/12/13,111.99,228.96,164.91,110.52,98.81,17.47,22.11,20.69,98.79,87.9,16.72,300,*****,*****,14.36,2.87,*****,2.72,77.67,*****,3.71,414.78,29.96,30.52,10.32,42.14,0.66,6.2916,46.18,,,1.21,15.21,33.79,12.12,3.48,
2007/12/14,112.6,230.02,164.6,110.33,98.56,17.48,22.07,20.74,98.91,88.11,16.77,301.47,*****,*****,14.44,2.88,*****,2.76,78.04,*****,3.75,415.5,30.12,30.67,10.41,42.26,0.65,6.28,45.74,,,1.21,15.31,33.99,12.16,3.48,
2007/12/17,113.34,228.69,163.59,111.29,98.32,17.41,21.93,20.48,98.01,87.12,16.52,303.45,*****,*****,14.53,2.9,*****,2.78,78.19,*****,3.77,418.23,30.32,30.88,10.45,42.56,0.65,6.2104,45.29,,,1.22,15.4,34.04,12.19,3.5,
2007/12/18,113.03,228.4,162.8,112.41,98.3,17.23,21.83,20.4,97.05,85.13,16.28,302.62,*****,*****,14.5,2.89,*****,2.73,77.43,*****,3.71,417.08,30.2,30.79,10.41,42.52,0.64,6.1765,44.97,,,1.2,15.32,33.76,12.05,3.49,
2007/12/19,113.36,228.42,163.34,112.71,98.44,17.3,21.91,20.38,97.65,85.61,16.34,302.86,*****,*****,14.53,2.9,*****,2.71,77.75,*****,3.74,415.39,30.23,30.87,10.46,42.6,0.65,6.2664,45.3,,,1.21,15.37,33.91,12.08,3.49,
2007/12/20,113.38,226.57,163.06,113.09,98.18,17.26,21.87,20.39,97.42,85.82,16.35,302.91,*****,*****,14.53,2.9,*****,2.74,77.56,*****,3.72,409.76,30.26,30.87,10.47,42.62,0.64,6.1653,45.1,,,1.2,15.38,33.86,12.06,3.49,
2007/12/21,113.12,224.55,162.1,113.01,97.68,17.16,21.74,20.21,97.24,86.27,16.12,302.22,*****,*****,14.5,2.89,*****,2.71,77.5,*****,3.72,417.42,30.19,30.8,10.47,42.61,0.64,6.1412,44.86,,,1.2,15.36,33.75,11.96,3.48,
2007/12/25,114.13,225.6,164.24,115.68,98.69,17.33,22,20.48,99.18,87.45,16.31,304.92,*****,*****,14.62,2.9,*****,2.77,78.65,*****,3.81,418.06,30.46,31.1,10.56,42.82,0.65,6.2196,45.61,,,1.21,15.57,34.19,12.15,3.52,
2007/12/26,114.19,226.23,164.39,115.82,98.61,17.34,22.05,20.56,99.44,87.44,16.43,305.08,*****,*****,14.63,2.91,*****,2.77,78.58,*****,3.8,412.69,30.45,31.11,10.57,42.84,0.65,6.2263,45.6,,,1.22,15.59,34.23,12.18,3.52,
2007/12/27,114.48,227.27,165.77,116.54,99.4,17.54,22.23,20.7,99.95,87.99,16.38,305.85,*****,*****,14.66,2.91,*****,2.78,78.83,*****,3.85,419.34,30.53,31.1,10.57,43.04,0.65,6.2763,46.2,,,1.22,15.62,34.3,12.21,3.52,
2007/12/28,114.15,228.05,166.64,116.34,100.1,17.62,22.37,20.91,100.16,88.24,16.58,304.97,*****,*****,14.63,2.92,*****,2.76,78.81,*****,3.86,412.54,30.39,31.1,10.48,42.95,0.66,6.2789,46.22,,,1.21,15.62,34.31,12.16,3.51,
2008/1/4,109.3,215.53,161.14,110.31,98.37,17.22,21.63,20.45,96.17,84.23,16.01,291.78,*****,*****,14.01,2.8,*****,2.68,76.25,*****,3.68,396.01,29.16,29.76,10.06,41.07,0.64,6.1682,44.69,,,1.16,15.02,33.32,11.66,3.37,
2008/1/7,108.91,214.76,160.54,108.84,98.27,17.13,21.57,20.41,95.13,83.72,15.92,290.97,*****,*****,13.96,2.79,*****,2.66,75.84,*****,3.68,397.19,29.06,29.67,9.98,40.62,0.63,6.1289,44.49,,,1.16,14.96,33.09,11.56,3.36,
2008/1/8,109.21,215.07,160.4,108.66,97.67,17.1,21.54,20.34,95.43,83.95,15.83,291.77,*****,*****,14,2.8,*****,2.68,76.16,*****,3.67,404.48,29.14,29.74,10.04,40.82,0.63,6.1596,44.45,,,1.16,15.02,33.4,11.62,3.37,
2008/1/9,109.08,215.18,160.49,108.63,98.12,17.06,21.56,20.32,96.4,83.93,15.79,291.42,*****,*****,13.98,2.79,*****,2.68,76.14,*****,3.68,396.22,29.1,29.71,9.98,40.73,0.63,6.1732,44.66,,,1.16,14.99,33.34,11.6,3.37,
2008/1/10,110.13,215.68,161.6,108.93,98.72,17.18,21.71,20.49,97.35,85.32,16.09,294.47,*****,*****,14.11,2.82,*****,2.74,76.91,*****,3.74,404.59,29.39,29.99,10.09,41.17,0.64,6.2467,44.92,,,1.17,15.14,33.77,11.76,3.39,
2008/1/11,109.77,215.31,162.34,108.59,99.35,17.31,21.81,20.78,98.13,86.16,16.17,292.88,*****,*****,14.07,2.82,*****,2.68,76.88,*****,3.76,406.56,29.29,29.85,10.05,41.02,0.64,6.2511,45.24,,,1.17,15.08,33.67,11.76,3.38,
2008/1/15,108.06,211.19,160.67,106.15,98.95,17.15,21.6,20.5,97.05,85.22,16.01,288.31,*****,*****,13.85,2.77,*****,2.68,75.6,*****,3.65,394.38,28.84,29.44,9.92,40.49,0.64,6.2354,44.95,,,1.15,14.89,33.2,11.57,3.35,
2008/1/16,106.7,209.07,157.91,104.6,97.76,16.77,21.2,20.01,94.26,82.9,15.64,285.29,*****,*****,13.68,2.74,*****,2.62,74.58,*****,3.58,388,28.48,29.06,9.74,39.98,0.62,6.0832,44.13,,,1.14,14.73,32.68,11.38,3.32,
2008/1/17,107.13,210.33,157.14,104.66,97.44,16.66,21.13,19.82,94.48,82.4,15.4,286.44,*****,*****,13.74,2.75,*****,2.64,74.97,*****,3.6,389,28.56,29.17,9.81,40.15,0.62,6.0118,43.68,,,1.14,14.79,32.79,11.37,3.32,
2008/1/18,106.79,210.5,156.28,103.66,96.93,16.56,20.98,19.44,93.42,81.66,15.1,285.08,*****,*****,13.68,2.74,*****,2.62,74.2,*****,3.53,393.19,28.5,29.08,9.77,40.02,0.61,5.9893,43.25,,,1.14,14.72,32.54,11.26,3.31,
2008/1/21,106.97,208.97,155.75,104,97.01,16.54,20.91,19.47,93.76,81.29,15.09,285.94,*****,*****,13.7,2.73,*****,2.64,74.36,*****,3.46,396.19,28.54,29.14,9.82,40.09,0.61,5.966,42.93,,,1.14,14.74,32.72,11.3,3.31,
2008/1/22,105.93,205.42,152.58,102.28,95.32,16.09,20.49,18.99,90.9,78.71,14.64,283.16,*****,*****,13.56,2.69,*****,2.59,72.9,*****,3.39,389.45,28.27,28.86,9.65,39.64,0.59,5.8203,41.86,,,1.12,14.59,32.1,11.1,3.28,
2008/1/23,106.91,209.5,156.51,104.14,97.5,16.5,21.01,19.52,93.32,81.56,15.09,285.47,*****,*****,13.7,2.71,*****,2.6,74.39,*****,3.52,395.96,28.53,29.13,9.79,39.98,0.61,5.9894,43.21,,,1.13,14.73,32.5,11.29,3.3,
2008/1/24,106.9,209.08,156.27,104.44,97.85,16.46,20.99,19.41,93.38,81.75,15.17,285.45,*****,*****,13.69,2.71,*****,2.61,74.81,*****,3.42,388.16,28.53,29.12,9.8,39.99,0.61,6.0056,43.18,,,1.14,14.78,32.71,11.27,3.3,
2008/1/25,107.16,211.8,158.22,106.44,98.55,16.73,21.24,19.77,94.54,82.75,15.38,286.14,*****,*****,13.72,2.74,*****,2.63,75.1,*****,3.44,397.63,28.6,29.2,9.86,40.2,0.62,6.1304,43.81,,,1.15,14.82,32.96,11.33,3.32,
2008/1/28,106.84,211.54,156.68,105.82,97.46,16.52,21.04,19.46,94.03,82.23,14.93,285.29,*****,*****,13.68,2.72,*****,2.63,75.09,*****,3.41,390.35,28.53,29.12,9.83,40.08,0.61,6.0327,43.41,,,1.15,14.83,32.93,11.27,3.31,
2008/1/29,106.75,212.04,157.73,106.25,97.93,16.7,21.18,19.58,94.76,83.04,14.84,285.35,*****,*****,13.67,2.73,*****,2.6,75.16,*****,3.4,395.37,28.5,29.09,9.83,40.04,0.61,6.1105,43.61,,,1.15,14.83,33.01,11.27,3.3,
2008/1/30,106.94,212.9,157.89,107.07,97.75,16.72,21.19,19.71,94.98,83.16,14.88,285.55,*****,*****,13.7,2.73,*****,2.65,75.26,*****,3.42,396.07,28.54,29.13,9.87,40.05,0.61,6.09,43.61,,,1.15,14.85,33.03,11.34,3.31,
2008/1/31,106.41,211.27,157.83,106.85,98.21,16.73,21.19,19.61,94.45,82.95,14.55,284.52,*****,*****,13.64,2.72,*****,2.65,74.98,*****,3.4,391.65,28.39,28.99,9.83,39.93,0.61,6.0945,43.87,,,1.15,14.78,32.89,11.25,3.31,
2008/2/1,106.59,212.44,158.42,106.29,98.55,16.74,21.27,19.72,95.49,83.91,14.29,285,*****,*****,13.67,2.72,*****,2.65,75.25,*****,3.41,387.46,28.45,29.05,9.86,40,0.62,6.0735,44.05,,,1.16,14.83,32.98,11.31,3.32,
2008/2/4,106.83,210.11,158.17,107.53,98.16,16.79,21.23,19.67,96.67,84.73,14.54,285.64,*****,*****,13.7,2.73,*****,2.65,75.5,*****,3.45,396.4,28.51,29.13,9.9,39.98,0.62,6.1186,44.02,,,1.16,14.86,33.09,11.36,3.33,
2008/2/5,106.77,210.76,158.27,107.37,98.06,16.84,21.24,19.76,96.72,84.69,14.37,284.72,*****,*****,13.69,2.73,*****,2.62,75.43,*****,3.45,392.83,28.46,29.09,9.9,40,0.62,6.1824,44.44,,,1.16,14.85,33.02,11.34,3.33,
2008/2/6,106.66,209.59,156.14,105.82,96.99,16.53,20.96,19.36,95.64,83.48,13.91,284.58,*****,*****,13.67,2.71,*****,2.64,75.01,*****,3.43,392.85,28.47,29.06,9.84,40.11,0.6,6.0844,43.45,,,1.16,14.85,32.96,11.27,3.34,
2008/2/7,106.46,208.68,155.72,105.89,97.01,16.54,20.9,19.31,94.96,83.59,13.81,284.04,*****,*****,13.65,2.71,*****,2.62,75.15,*****,3.4,392.84,28.41,29.01,9.85,39.91,0.59,6.0939,43.29,,,1.15,14.82,32.96,11.28,3.33,
2008/2/8,107.25,208.48,155.29,106.17,97.18,16.47,20.85,19.33,95.9,84.51,13.93,286.15,*****,*****,13.75,2.73,*****,2.65,75.63,*****,3.45,395.76,28.63,29.18,9.96,40.18,0.59,6.0185,43.08,,,1.16,14.93,33.2,11.36,3.36,
2008/2/12,106.95,208.64,155.14,106.72,97.04,16.48,20.82,19.36,96.64,84.23,13.82,285.35,*****,*****,13.72,2.7,*****,2.63,75.33,*****,3.35,392.91,28.51,29.13,9.94,40.12,0.59,6.0629,42.99,,,1.16,14.89,33.01,11.32,3.34,
2008/2/13,107.38,210.23,156.53,107.34,97.41,16.66,21.01,19.59,97.06,84.86,13.89,286.5,*****,*****,13.77,2.72,*****,2.64,75.84,*****,3.35,394.78,28.65,29.25,9.99,40.25,0.6,6.1571,43.43,,,1.16,14.95,33.24,11.39,3.37,
2008/2/14,108.27,212.6,157.65,108.56,97.74,16.9,21.16,19.82,97.64,85.21,14.06,289.88,*****,*****,13.88,2.75,*****,2.65,76.29,*****,3.39,401,28.89,29.5,10.09,40.59,0.6,6.1904,43.9,,,1.17,15.05,33.47,11.48,3.42,
2008/2/15,107.99,212.66,158.05,108,98.4,16.95,21.21,19.98,97.4,84.87,14.09,288.59,*****,*****,13.84,2.74,*****,2.64,76.2,*****,3.39,396.58,28.81,29.41,10.05,40.46,0.6,6.2821,44.08,,,1.17,15.02,33.38,11.4,3.41,
2008/2/18,107.9,211.45,158.26,107.06,98.57,17.05,21.24,20.06,98.47,85.62,14.15,288.66,*****,*****,13.83,2.74,*****,2.66,76.43,*****,3.41,392.79,28.79,29.4,10.04,40.51,0.6,6.2989,44.28,,,1.18,15.04,33.48,11.43,3.4,
2008/2/19,108.23,211.03,158.57,107.37,98.23,17.04,21.28,20.1,99.47,86.22,14.24,288.84,*****,*****,13.87,2.73,*****,2.66,76.69,*****,3.42,393.56,28.88,29.49,10.07,40.56,0.6,6.2633,44.39,,,1.18,15.1,33.63,11.47,3.41,
2008/2/20,107.95,210.21,159,106.33,98.64,17.08,21.34,20.24,99.09,86.09,14.09,288.1,*****,*****,13.84,2.72,*****,2.66,76.47,*****,3.43,399.08,28.8,29.41,10.04,40.46,0.6,6.2945,44.49,,,1.18,15.08,33.52,11.44,3.41,
2008/2/21,108.12,210.03,159.09,106.76,98.35,17.1,21.36,20.26,99.35,86.3,13.79,288.55,*****,*****,13.86,2.7,*****,2.67,76.62,*****,3.45,397.35,28.85,29.46,10.05,40.5,0.6,6.3302,44.53,,,1.18,15.13,33.58,11.42,3.42,
2008/2/22,107.57,211.26,159.27,106.36,98.69,17.1,21.38,20.23,98.89,86.17,13.82,286.4,*****,*****,13.79,2.7,*****,2.65,76.38,*****,3.44,390.31,28.7,29.31,9.97,40.34,0.6,6.3501,44.67,,,1.17,15.04,33.41,11.36,3.42,
2008/2/25,107.45,211.44,159.28,106.14,98.87,17.13,21.38,20.25,99.08,86.74,13.99,286.76,*****,*****,13.78,2.69,*****,2.67,76.46,*****,3.48,395.62,28.67,29.28,9.99,40.26,0.61,6.3882,44.67,,,1.17,15.04,33.43,11.35,3.43,
2008/2/26,108.04,212.45,160.16,108.41,99.14,17.22,21.5,20.37,100.29,87.92,14.12,288.11,*****,*****,13.86,2.71,*****,2.67,76.85,*****,3.53,397.64,28.83,29.43,10.04,40.52,0.62,6.3891,45.33,,,1.19,15.12,33.63,11.42,3.45,
2008/2/27,107.3,213.09,160.84,109.34,99.68,17.3,21.59,20.5,100.09,87.4,14.26,285.9,*****,*****,13.77,2.7,*****,2.66,76.53,*****,3.58,390.61,28.64,29.22,9.98,40.24,0.63,6.4367,45.58,,,1.19,15.01,33.49,11.36,3.44,
2008/2/28,106.31,210.93,160.7,108.4,100.06,17.18,21.58,20.43,100.32,86.82,14.29,283.04,*****,*****,13.66,2.68,*****,2.65,76.18,*****,3.57,386.86,28.39,28.97,9.95,40.03,0.62,6.4081,45.72,,,1.18,14.88,33.2,11.36,3.44,
2008/2/29,104.77,208.28,158.94,107.17,99.59,16.96,21.34,20.23,98.91,85.03,13.79,279.16,*****,*****,13.47,2.63,*****,2.61,75.23,*****,3.56,381.68,28.01,28.53,9.83,39.4,0.61,6.3459,45.32,,,1.16,14.71,32.86,11.19,3.4,
2008/3/3,103.09,204.74,156.85,104.61,99.75,16.75,21.07,19.85,96.23,82.28,12.91,274.54,*****,*****,13.25,2.58,*****,2.56,73.79,*****,3.28,376.65,27.53,28.08,9.62,38.71,0.59,6.229,44.5,,,1.14,14.51,32.15,10.91,3.34,
2008/3/4,103.33,205.14,157.1,104.34,99.35,16.81,21.09,19.98,96.87,83.18,13.28,275.18,*****,*****,13.28,2.57,*****,2.54,74.3,*****,3.26,381.15,27.58,28.14,9.66,38.81,0.6,6.316,44.64,,,1.14,14.54,32.39,10.91,3.32,
2008/3/5,103.43,205.3,157.24,103.94,99.58,16.82,21.11,20.07,95.66,82.61,13.08,275.45,*****,*****,13.29,2.58,*****,2.56,74.43,*****,3.28,376.79,27.62,28.18,9.66,38.89,0.59,6.326,44.54,,,1.14,14.53,32.53,10.93,3.35,
2008/3/6,103.79,206.74,158.67,105.27,100.18,17,21.31,20.23,97.02,83.37,13.31,276.33,*****,*****,13.33,2.58,*****,2.56,74.79,*****,3.29,383.56,27.72,28.28,9.7,39.23,0.61,6.3325,45.13,,,1.14,14.58,32.68,10.94,3.37,
2008/3/7,102.88,206.96,158.18,104.46,100.57,16.85,21.24,20.07,95.6,82.03,12.85,273.98,*****,*****,13.21,2.56,*****,2.53,74.08,*****,3.26,380.61,27.48,28.02,9.51,39.01,0.59,6.2885,44.36,,,1.14,14.46,32.35,10.75,3.36,
2008/3/10,102.32,206.67,157.39,103.48,100.19,16.76,21.1,19.86,95.28,81.26,12.7,272.42,*****,*****,13.14,2.53,*****,2.53,73.8,*****,3.25,374.11,27.3,27.88,9.44,38.78,0.6,6.3083,44.12,,,1.13,14.39,32.05,10.7,3.33,
2008/3/11,101.66,204.19,155.95,101.94,99.75,16.59,20.93,19.78,93.25,80.25,12.65,270.37,*****,*****,13.05,2.52,*****,2.47,73.01,*****,3.22,375.68,27.12,27.7,9.36,38.43,0.59,6.2406,43.83,,,1.1,14.3,31.62,10.41,3.33,
2008/3/12,103.09,206.93,158.28,103.84,100.14,16.87,21.24,20.06,95.74,82.76,13.23,273.81,*****,*****,13.24,2.57,*****,2.53,74.27,*****,3.27,378.17,27.5,28.09,9.59,39,0.61,6.3323,44.75,,,1.12,14.51,32.44,10.69,3.37,
2008/3/13,101.71,206.12,157.9,102.71,100.06,16.73,21.19,20.01,95.38,81.94,12.99,270.15,*****,*****,13.06,2.54,*****,2.47,73.56,*****,3.23,373.66,27.14,27.71,9.46,38.4,0.61,6.3331,44.73,,,1.11,14.31,32.07,10.39,3.32,
2008/3/14,101.07,205.22,157.67,102.56,99.75,16.74,21.15,19.84,95.5,82.54,12.79,268.45,*****,*****,12.98,2.52,*****,2.45,73.22,*****,3.22,373.37,27,27.53,9.41,38.27,0.61,6.2815,44.59,,,1.1,14.24,32.03,10.27,3.3,
2008/3/17,97.53,196.56,153.98,98.3,99.29,16.28,20.66,19.19,91.22,79.58,12.09,258.98,*****,*****,12.55,2.43,*****,2.36,70.64,*****,3.12,360.55,26.04,26.6,9.06,36.82,0.59,6.1728,43.42,,,1.06,13.76,30.74,9.59,3.17,
2008/3/18,97.04,193.99,152.81,97.48,98.67,16.15,20.5,18.97,89.27,77.6,11.92,257.74,*****,*****,12.5,2.4,*****,2.33,70.18,*****,3.09,362.09,25.96,26.44,9,36.74,0.59,6.0612,43.22,,,1.05,13.7,30.54,9.45,3.14,
2008/3/19,99.72,200.62,156.3,100.59,99.88,16.6,20.96,19.47,92.85,81,12.61,265,*****,*****,12.83,2.49,*****,2.4,72.4,*****,3.21,374.89,26.57,27.17,9.35,37.64,0.61,6.1253,44.28,,,1.08,14.07,31.58,9.92,3.25,
2008/3/21,99.56,197.56,153.42,97.23,98.67,16.31,20.58,18.92,89.63,78.85,12.21,264.44,*****,*****,12.8,2.48,*****,2.4,71.59,*****,3.18,373.16,26.56,27.08,9.31,37.31,0.6,6.0339,43.37,,,1.09,14.12,31.21,9.91,3.25,
2008/3/24,99.86,197.58,153.82,97.2,98.48,16.34,20.63,18.94,89.9,78.99,12.25,265.16,*****,*****,12.84,2.5,*****,2.4,71.86,*****,3.2,375.41,26.64,27.2,9.33,37.42,0.6,6.0631,43.57,,,1.09,14.15,31.3,9.97,3.3,
2008/3/25,100.72,200.32,155.48,98.89,98.83,16.49,20.85,19.16,91.62,80.67,12.4,267.45,*****,*****,12.94,2.51,*****,2.42,72.59,*****,3.2,377.94,26.87,27.44,9.41,38.09,0.61,6.1191,44.06,,,1.1,14.28,31.48,10.19,3.34,
2008/3/26,99.86,200.14,156.17,98.16,99.11,16.6,20.94,19.32,91.53,80.51,12.46,265.23,*****,*****,12.83,2.5,*****,2.41,72.3,*****,3.17,375.13,26.64,27.15,9.35,37.78,0.61,6.1076,44.32,,,1.09,14.18,31.35,10.21,3.32,
2008/3/27,98.83,198.59,156.44,97.2,99.78,16.61,20.98,19.51,90.88,79.43,12.24,262.5,*****,*****,12.7,2.48,*****,2.38,71.67,*****,3.15,368.77,26.36,26.88,9.25,37.35,0.61,6.1692,44.43,,,1.08,14.07,30.95,9.91,3.3,
2008/3/28,99.4,199.5,156.89,97.58,100.09,16.71,21.04,19.57,91.45,79.98,12.52,263.94,*****,*****,12.77,2.49,*****,2.38,72.01,*****,3.17,371.59,26.51,27.08,9.31,37.58,0.61,6.232,44.54,,,1.09,14.17,31.01,10.06,3.29,
2008/3/31,100.2,200.18,158.18,97.88,100.55,16.83,21.22,19.64,91.76,79.45,12.39,266.06,*****,*****,12.87,2.53,*****,2.4,72.58,*****,3.19,378.11,26.72,27.29,9.38,38.1,0.62,6.2625,44.97,,,1.09,14.29,31.35,10.1,3.3,
2008/4/1,99.85,198.03,157.51,97.68,100.51,16.81,21.13,19.59,91.2,78.47,12.25,265.14,*****,*****,12.82,2.51,*****,2.41,72.45,*****,3.18,376.79,26.63,27.21,9.39,37.94,0.61,6.2641,44.85,,,1.09,14.23,31.3,10.1,3.28,
2008/4/2,101.92,201.58,159.04,99.61,100.7,16.95,21.34,19.64,92.62,80.27,12.8,270.63,*****,*****,13.08,2.57,*****,2.46,73.84,*****,3.24,384.6,27.18,27.73,9.66,38.78,0.62,6.382,45.44,,,1.11,14.51,32.08,10.43,3.37,
2008/4/3,102.32,203.27,160.21,100.85,101.34,17.12,21.49,19.95,93.62,80.63,13.1,271.62,*****,*****,13.13,2.56,*****,2.47,74.08,*****,3.24,381.79,27.29,27.87,9.7,39.09,0.62,6.407,45.99,,,1.11,14.56,32.09,10.52,3.37,
2008/4/4,102.54,204.58,160.55,101.96,101.31,17.17,21.54,20.02,93.43,80.39,13.2,272.21,*****,*****,13.16,2.58,*****,2.47,74.02,*****,3.24,385.63,27.35,27.93,9.73,39.26,0.63,6.4653,46.14,,,1.11,14.61,32.09,10.5,3.37,
2008/4/7,102.12,203.35,160.4,101.31,101.31,17.13,21.52,20.13,94.01,80.45,13.08,271.09,*****,*****,13.11,2.57,*****,2.46,73.93,*****,3.23,384.2,27.24,27.82,9.68,38.93,0.63,6.4186,46.24,,,1.11,14.55,32.03,10.46,3.36,
2008/4/8,102.42,203.85,161.62,101.16,101.55,17.26,21.67,20.34,94.97,81.68,13.16,271.96,*****,*****,13.15,2.57,*****,2.47,74.24,*****,3.24,386.2,27.32,27.91,9.71,39.07,0.64,6.5029,46.71,,,1.11,14.63,32.19,10.5,3.37,
2008/4/9,102.64,201.97,161.23,101.25,101.17,17.22,21.63,20.28,95.57,81.75,13.3,272.54,*****,*****,13.18,2.58,*****,2.47,74.38,*****,3.23,386.59,27.38,27.97,9.73,39.21,0.64,6.4594,46.71,,,1.12,14.66,32.24,10.53,3.37,
2008/4/10,101.41,200.45,160.63,99.5,101.51,17.13,21.52,20.26,94.54,81.09,12.95,269.21,*****,*****,13.02,2.55,*****,2.43,74.39,*****,3.21,377.69,27.05,27.62,9.61,38.74,0.63,6.4143,46.54,,,1.1,14.48,32.16,10.38,3.33,
2008/4/11,101.94,201.44,160.72,100.14,101.25,17.13,21.55,20.26,95.07,81.5,13.06,270.61,*****,*****,13.09,2.55,*****,2.46,75.01,*****,3.22,379.66,27.19,27.76,9.69,38.94,0.64,6.4397,46.98,,,1.11,14.58,32.35,10.47,3.37,
2008/4/14,101.46,199.58,159.13,98.82,100.79,16.9,21.32,20.06,93.61,79.81,13.02,269.34,*****,*****,13.02,2.55,*****,2.44,74.46,*****,3.22,382.43,27.06,27.63,9.65,38.78,0.63,6.4542,46.35,,,1.11,14.49,32.15,10.39,3.36,
2008/4/15,101.15,199.68,160.13,99.18,101.25,17.05,21.48,20.21,93.72,79.98,12.84,268.52,*****,*****,12.98,2.55,*****,2.43,74.54,*****,3.21,381.27,26.98,27.54,9.69,38.65,0.64,6.455,47.04,,,1.1,14.45,32.04,10.3,3.34,
2008/4/16,101.88,200.03,160.9,100.16,101.07,17.16,21.58,20.35,94.41,80,12.87,270.53,*****,*****,13.07,2.56,*****,2.44,75.13,*****,3.23,381.57,27.17,27.74,9.75,38.92,0.64,6.5141,47.32,,,1.11,14.56,32.15,10.25,3.36,
2008/4/17,101.93,200.9,162.32,101.73,101.98,17.29,21.77,20.52,95.55,80.66,12.94,270.59,*****,*****,13.08,2.55,*****,2.44,75.4,*****,3.24,384.06,27.18,27.76,9.76,39.17,0.64,6.555,47.51,,,1.11,14.55,32.33,10.35,3.37,
2008/4/18,102.59,204.24,163.07,101.78,101.98,17.32,21.86,20.6,96.23,81.18,13.2,272.41,*****,*****,13.16,2.58,*****,2.45,75.87,*****,3.26,386.99,27.36,27.94,9.81,39.21,0.65,6.5469,47.58,,,1.12,14.68,32.59,10.27,3.39,
2008/4/21,104,207.77,164.55,103.39,102.11,17.47,22.06,20.61,97.09,82.17,13.31,276.16,*****,*****,13.34,2.63,*****,2.49,76.82,*****,3.31,389.51,27.74,28.34,9.92,40.04,0.65,6.5823,48,,,1.13,14.86,33.04,10.43,3.43,
2008/4/22,103.14,204.53,164.05,102.49,102.27,17.51,22,20.64,97.31,82.05,13.31,273.87,*****,*****,13.23,2.59,*****,2.47,76.25,*****,3.28,389.21,27.51,28.1,9.81,38.68,0.65,6.5611,48.09,,,1.12,14.72,32.79,10.39,3.41,
2008/4/23,103.03,205.78,164.63,102.25,102.66,17.64,22.07,20.78,97.52,82.27,13.49,273.58,*****,*****,13.22,2.6,*****,2.46,76.41,*****,3.28,385.16,27.48,28.06,9.82,39.73,0.66,6.596,48.32,,,1.12,14.74,32.82,10.3,3.41,
2008/4/24,103.38,204.63,164.14,101.65,101.76,17.6,22.01,20.67,98.09,82.21,13.5,274.44,*****,*****,13.26,2.59,*****,2.47,76.53,*****,3.29,386.76,27.57,28.15,9.89,39.78,0.66,6.5722,48.06,,,1.13,14.8,33,10.44,3.41,
2008/4/25,104.38,206.24,163.8,102.9,100.85,17.58,21.96,20.53,98.15,82.21,13.64,277.09,*****,*****,13.4,2.61,*****,2.49,76.91,*****,3.3,393.29,27.84,28.43,10.01,40.17,0.65,6.5401,47.75,,,1.13,14.93,33.22,10.52,3.44,
2008/4/28,104.74,207.66,163.62,103.88,101.14,17.49,21.94,20.5,97.86,82.12,13.73,278.12,*****,*****,13.44,2.62,*****,2.49,76.89,*****,3.31,394.5,27.93,28.52,10.02,40.3,0.65,6.5096,47.52,,,1.14,14.97,33.23,10.51,3.45,
2008/4/30,104.15,205.1,162.15,102.74,100.37,17.35,21.75,20.26,97.09,80.61,13.75,276.48,*****,*****,13.36,2.6,*****,2.47,76.56,*****,3.29,392.28,27.78,28.36,9.9,40.09,0.64,6.4489,46.9,,,1.13,14.9,33.04,10.39,3.43,
2008/5/1,103.89,206.42,162.38,103.16,100.4,17.41,21.78,20.48,98.05,81.38,13.78,275.86,*****,*****,13.33,2.57,*****,2.46,76.56,*****,3.28,390.86,27.71,28.29,9.92,40.1,0.64,6.4689,47.05,,,1.13,14.84,32.87,10.34,3.42,
2008/5/2,104.7,207.23,162.01,102.8,99.88,17.33,21.72,20.37,97.72,81.41,13.83,277.94,*****,*****,13.43,2.6,*****,2.48,76.86,*****,3.3,393.61,27.93,28.51,9.99,40.41,0.64,6.4273,46.88,,,1.13,14.96,33.19,10.46,3.44,
