,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,参考相場,,,,,
,米ドル,英ポンド,ユーロ,カナダドル,スイスフラン,スウェーデンクローネ,デンマーククローネ,ノルウェークローネ,オーストラリアドル,ニュージーランドドル,南アフリカランド,バーレーンディナール,インドネシアルピア,中国人民元,香港ドル,インドルピー,マレーシアリンギ,フィリピンペソ,シンガポールドル,韓国ウォン,タイバーツ,クウェートディナール,サウジアラビアリアル,UAEディルハム,メキシコペソ,パプアニューギニアキナ,ハンガリーフォリント,チェココロナ,ポーランドズロチ,トルコリラ,,インドネシアルピア,中国人民元,マレーシアリンギ,韓国ウォン,台湾ドル,ロシアルーブル
,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD,IDR(100),CNY,HKD,INR,MYR,PHP,SGD,KRW(100),THB,KWD,SAR,AED,MXN,PGK,HUF,CZK,PLN,TRY,,IDR(100),CNY,MYR,KRW(100),TWD,RUB
2007/7/27,118.97,243.63,163.48,112.85,98.77,17.68,21.98,20.4,104.05,93.31,16.86,316.66,*****,*****,15.21,2.95,*****,2.63,78.43,*****,4,423.23,31.74,32.41,10.85,42.94,0.65,5.8577,42.88,,,1.3,15.7,34.36,12.93,3.62,
2007/7/30,118.54,239.82,161.55,111.27,98.19,17.57,21.72,20.13,100.97,90.43,16.65,315.52,*****,*****,15.15,2.92,*****,2.6,78.24,*****,3.96,421.7,31.63,32.3,10.78,42.76,0.64,5.7266,42.52,,,1.29,15.66,34.2,12.86,3.61,
2007/7/31,118.92,241.61,163.04,111.58,98.97,17.74,21.92,20.4,102.15,91.53,16.76,316.53,*****,*****,15.2,2.96,*****,2.63,78.7,*****,4.04,423.05,31.73,32.41,10.91,42.85,0.65,5.8294,43.12,,,1.29,15.68,34.47,12.91,3.63,
2007/8/1,118.59,240.6,162.02,111.11,98.63,17.59,21.77,20.28,101.09,90.32,16.62,315.65,*****,*****,15.15,2.96,*****,2.62,78.14,*****,3.98,422.33,31.64,32.31,10.8,42.66,0.64,5.7821,42.69,,,1.29,15.66,34.21,12.89,3.62,
2007/8/2,118.86,241.2,162.3,112.39,98.68,17.58,21.82,20.37,101.44,90.8,16.69,316.37,*****,*****,15.18,2.94,*****,2.61,78.17,*****,4,423.29,31.71,32.39,10.87,42.75,0.65,5.8037,42.86,,,1.28,15.71,34.3,12.89,3.62,
2007/8/3,119.34,242.89,163.48,113.25,99.15,17.77,21.98,20.57,102.37,91.69,16.87,317.65,*****,*****,15.24,2.98,*****,2.62,78.61,*****,4.01,425,31.84,32.5,10.92,42.78,0.65,5.8471,43.14,,,1.29,15.76,34.51,12.96,3.64,
2007/8/6,117.61,240.42,162.51,111.13,99.31,17.56,21.85,20.4,100.59,89.25,16.45,313.04,*****,*****,15.02,2.93,*****,2.58,77.4,*****,3.95,420.04,31.38,32.04,10.69,42.16,0.64,5.8022,42.83,,,1.26,15.54,33.87,12.71,3.58,
2007/8/7,118.74,241.29,163.94,112.88,99.77,17.79,22.04,20.55,101.86,90.78,16.87,316.13,*****,*****,15.17,2.96,*****,2.63,78.41,*****,3.97,423.77,31.68,32.35,10.85,42.83,0.65,5.8521,43.34,,,1.28,15.71,34.37,12.9,3.61,
2007/8/8,118.99,240.62,163.66,112.73,99.44,17.72,21.98,20.5,102.03,90.66,16.92,316.8,*****,*****,15.2,2.97,*****,2.63,78.56,*****,3.93,424.36,31.75,32.4,10.88,42.52,0.65,5.8101,43.27,,,1.27,15.72,34.35,12.9,3.62,
2007/8/9,119.79,244.01,165.32,114.15,100.16,17.9,22.22,20.83,103.39,92.27,17.02,318.93,*****,*****,15.3,2.95,*****,2.66,79.27,*****,3.91,427.21,31.96,32.63,10.98,42.8,0.67,5.8778,43.91,,,1.3,15.81,34.73,12.99,3.64,
2007/8/10,117.96,238.44,161.16,111.46,98.55,17.39,21.67,20.27,100.05,88.23,16.5,314.06,*****,*****,15.08,2.93,*****,2.62,77.58,*****,3.79,420.68,31.47,32.13,10.71,42.23,0.64,5.7429,42.66,,,1.27,15.59,33.94,12.73,3.59,
2007/8/13,118.28,239.3,162.07,112.25,98.67,17.49,21.77,20.33,100.03,88.14,16.43,314.83,*****,*****,15.13,2.92,*****,2.6,77.8,*****,3.76,421.68,31.56,32.22,10.75,42.43,0.64,5.7924,42.99,,,1.27,15.63,34.05,12.73,3.59,
2007/8/14,117.99,237.4,160.61,111.82,97.94,17.24,21.59,20.14,99.08,86.65,16.45,314.05,*****,*****,15.08,2.91,*****,2.58,77.55,*****,3.77,420.49,31.48,32.14,10.7,42.09,0.64,5.7444,42.55,,,1.26,15.57,33.97,12.69,3.58,
2007/8/15,117.44,234.08,158.84,109.78,96.93,17.02,21.36,19.92,97.8,84.79,16.02,312.59,*****,*****,15.02,2.89,*****,2.57,76.82,*****,3.71,418.08,31.33,31.99,10.59,41.95,0.62,5.6899,41.88,,,1.26,15.48,33.73,12.6,3.56,
2007/8/16,116.58,231.42,156.36,107.73,95.49,16.66,21.01,19.66,95.2,81.65,15.67,310.3,*****,*****,14.92,2.86,*****,2.53,76.04,*****,3.55,415.02,31.1,31.75,10.39,41.7,0.61,5.6237,40.76,,,1.24,15.36,33.37,12.39,3.53,
2007/8/17,113.89,225.83,152.81,105.83,93.57,16.31,20.55,19.04,90.2,78.46,15.27,303.14,*****,*****,14.57,2.75,*****,2.45,74.1,*****,3.42,405.3,30.39,31.02,10.2,40.6,0.59,5.5529,39.71,,,1.19,14.99,32.45,12.01,3.44,
2007/8/20,114.49,226.53,154.52,107.75,94.85,16.55,20.77,19.29,90.79,79.06,15.52,304.74,*****,*****,14.65,2.77,*****,2.45,74.96,*****,3.46,407.58,30.55,31.19,10.34,41.24,0.6,5.5822,40.44,,,1.22,15.06,32.74,12.14,3.47,
2007/8/21,114.71,227.73,154.42,108.44,95.13,16.52,20.77,19.35,91.76,79.59,15.43,305.32,*****,*****,14.68,2.81,*****,2.46,75.12,*****,3.51,408.8,30.61,31.24,10.32,41.26,0.59,5.612,40.23,,,1.22,15.1,32.84,12.14,3.49,
2007/8/22,114.47,226.88,154.03,107.44,94.88,16.43,20.71,19.23,91.59,79.42,15.46,304.68,*****,*****,14.66,2.81,*****,2.45,74.76,*****,3.49,408.82,30.54,31.18,10.28,40.9,0.59,5.5785,39.93,,,1.21,15.07,32.71,12.11,3.47,
2007/8/23,116.12,231.67,157.33,109.73,96.26,16.81,21.16,19.66,94.56,82.72,16.08,309.08,*****,*****,14.86,2.86,*****,2.51,76.24,*****,3.6,413.83,30.98,31.64,10.54,41.97,0.61,5.6922,41.04,,,1.24,15.28,33.55,12.37,3.52,
2007/8/24,116.3,233.19,157.74,110.38,96.31,16.84,21.2,19.86,95.44,83.41,15.96,309.56,*****,*****,14.89,2.86,*****,2.5,76.38,*****,3.61,414.76,31.03,31.69,10.5,42.14,0.61,5.7094,41.07,,,1.24,15.33,33.44,12.36,3.53,
2007/8/27,116.61,235.38,159.53,110.94,97.13,17.05,21.44,20.08,96.83,84.68,16.31,310.38,*****,*****,14.94,2.84,*****,2.51,76.76,*****,3.57,415.72,31.11,31.77,10.57,41.43,0.62,5.7246,41.74,,,1.24,15.41,33.6,12.44,3.54,
2007/8/28,115.5,231.7,157.37,109.38,96.04,16.8,21.16,19.78,95.16,82.16,15.93,307.43,*****,*****,14.8,2.83,*****,2.47,75.86,*****,3.49,412.06,30.82,31.46,10.45,41.38,0.61,5.6813,41.19,,,1.23,15.27,33.09,12.3,3.51,
2007/8/29,114.07,228,154.77,107.17,94.84,16.47,20.8,19.43,92.25,78.96,15.63,303.62,*****,*****,14.63,2.79,*****,2.44,74.62,*****,3.5,408.12,30.43,31.07,10.24,40.42,0.6,5.6248,40.38,,,1.21,15.1,32.56,12.1,3.46,
2007/8/30,115.75,233.13,158,109.12,96.34,16.88,21.22,19.85,94.73,81.34,16.13,308.09,*****,*****,14.84,2.84,*****,2.49,75.96,*****,3.56,412.8,30.88,31.54,10.47,42.13,0.62,5.7302,41.32,,,1.24,15.33,33.15,12.33,3.5,
2007/8/31,116.07,233.67,158.55,109.67,96.52,16.87,21.3,19.97,94.77,81.42,16.26,309.03,*****,*****,14.89,2.84,*****,2.49,76.19,*****,3.57,414.09,30.97,31.61,10.49,42.62,0.62,5.7319,41.51,,,1.23,15.36,33.16,12.36,3.52,
2007/9/3,115.73,233.14,157.71,109.71,95.87,16.81,21.19,19.88,94.86,81.29,16.27,308.04,*****,*****,14.84,2.85,*****,2.5,75.88,*****,3.59,412.88,30.88,31.53,10.5,41.7,0.62,5.6786,41.3,,,1.23,15.31,33.11,12.33,3.5,
2007/9/4,116,234.01,157.86,110.19,95.92,16.81,21.21,19.9,95.34,81.42,16.18,308.76,*****,*****,14.88,2.85,*****,2.51,76.27,*****,3.6,413.84,30.95,31.6,10.54,42,0.62,5.7199,41.39,,,1.24,15.35,33.13,12.39,3.52,
2007/9/5,116.32,234.36,158.43,110.85,96.08,16.87,21.28,20.09,96.3,81.05,16.19,309.61,*****,*****,14.92,2.85,*****,2.49,76.22,*****,3.58,414.84,31.04,31.69,10.56,42.12,0.62,5.7385,41.49,,,1.24,15.4,33.22,12.43,3.52,
2007/9/6,115.13,232.44,157.05,109.19,95.54,16.73,21.1,19.91,94.44,79,15.94,306.44,*****,*****,14.77,2.83,*****,2.48,75.28,*****,3.56,410.74,30.72,31.36,10.41,41.39,0.62,5.6911,41.1,,,1.23,15.24,32.79,12.27,3.49,
2007/9/7,115.45,233.14,157.94,109.79,96.01,16.91,21.22,20.02,95.71,79.78,16.01,307.37,*****,*****,14.82,2.85,*****,2.49,75.75,*****,3.55,412.32,30.8,31.44,10.42,42.21,0.62,5.7352,41.45,,,1.23,15.31,33.01,12.32,3.5,
2007/9/10,112.76,228.74,155.33,106.6,95.07,16.57,20.85,19.6,92.49,77.14,15.55,300.13,*****,*****,14.49,2.78,*****,2.42,73.8,*****,3.48,399.43,30.09,30.72,10.13,40.58,0.61,5.6296,40.76,,,1.2,14.95,32.08,12,3.42,
2007/9/11,113.57,230.12,156.52,107.87,95.63,16.75,21.03,19.94,93.58,78.65,15.73,302.29,*****,*****,14.6,2.81,*****,2.45,74.54,*****,3.51,406.04,30.3,30.95,10.22,40.89,0.61,5.6757,41.29,,,1.21,15.09,32.36,12.1,3.43,
2007/9/12,114.21,231.85,157.95,109.56,96.01,16.92,21.22,20.13,95.14,80.76,15.99,303.99,*****,*****,14.67,2.83,*****,2.43,75.18,*****,3.55,408.62,30.47,31.12,10.32,40.33,0.62,5.7363,41.87,,,1.22,15.17,32.62,12.24,3.46,
2007/9/13,114.44,232.07,158.95,110.28,96.51,17.15,21.35,20.36,95.96,81.17,16.08,304.6,*****,*****,14.69,2.84,*****,2.45,75.67,*****,3.57,409.3,30.55,31.18,10.32,41.12,0.62,5.7856,42.18,,,1.22,15.21,32.85,12.32,3.47,
2007/9/14,115.08,232.28,159.62,111.13,97.1,17.23,21.44,20.34,96.59,81.94,16.12,306.47,*****,*****,14.78,2.87,*****,2.47,76.09,*****,3.61,411.29,30.7,31.34,10.34,40.89,0.63,5.8239,42.28,,,1.23,15.31,33.06,12.4,3.49,
2007/9/18,115.03,228.94,159.52,111.86,96.88,17.18,21.42,20.45,95.73,81.02,15.99,306.18,*****,*****,14.77,2.86,*****,2.49,75.79,*****,3.58,410.97,30.69,31.33,10.34,40.93,0.63,5.8184,42.23,,,1.23,15.29,32.94,12.4,3.48,
2007/9/19,115.91,233.13,161.83,114.28,98,17.49,21.73,20.83,98.56,83.99,16.27,308.52,*****,*****,14.88,2.88,*****,2.51,76.94,*****,3.65,414.11,30.93,31.57,10.54,41.36,0.64,5.8987,42.94,,,1.25,15.4,33.48,12.53,3.51,
2007/9/20,116.02,232.26,162.1,114.41,98.09,17.61,21.77,20.82,99.63,85.54,16.36,308.81,*****,*****,14.91,2.92,*****,2.55,77.02,*****,3.64,414.06,30.96,31.61,10.55,41.79,0.65,5.8774,43.04,,,1.26,15.43,33.71,12.55,3.51,
2007/9/21,115.11,231.41,161.99,115.1,98.23,17.61,21.75,20.86,100.1,85.73,16.38,306.39,*****,*****,14.79,2.91,*****,2.55,76.49,*****,3.64,411.4,30.79,31.38,10.49,41.24,0.65,5.9001,42.98,,,1.26,15.31,33.4,12.5,3.48,
2007/9/25,114.69,230.93,161.35,114.1,97.74,17.59,21.65,20.79,99.18,85.25,16.5,305.27,*****,*****,14.75,2.91,*****,2.55,76.38,*****,3.6,411.52,30.67,31.28,10.49,41.39,0.65,5.8665,42.97,,,1.26,15.27,33.42,12.45,3.49,
2007/9/26,114.68,231.37,162.16,114.26,98.34,17.65,21.77,20.84,100.1,85.29,16.46,305.41,*****,*****,14.77,2.9,*****,2.54,76.51,*****,3.6,406.67,30.72,31.27,10.51,41.17,0.65,5.863,43.05,,,1.25,15.26,33.54,12.46,3.48,
2007/9/27,115.5,232.81,163.11,114.93,98.69,17.63,21.89,21,101.14,86.09,16.68,307.59,*****,*****,14.88,2.92,*****,2.57,77.16,*****,3.67,415.47,30.94,31.47,10.6,41.72,0.65,5.9231,43.16,,,1.26,15.38,33.76,12.55,3.51,
2007/9/28,115.43,234.17,163.36,115.25,98.45,17.75,21.94,21.26,101.64,87.2,16.75,307.32,*****,*****,14.89,2.93,*****,2.57,77.45,*****,3.67,412.99,30.89,31.46,10.59,41.7,0.65,5.8983,43.27,,,1.27,15.36,33.83,12.57,3.53,
2007/10/1,114.93,235.12,163.99,115.67,98.69,17.86,22.01,21.36,102.18,87.52,16.79,305.99,*****,*****,14.81,2.91,*****,2.56,77.68,*****,3.64,412.97,30.75,31.33,10.52,41.58,0.66,5.9704,43.51,,,1.26,15.3,33.83,12.56,3.54,
2007/10/2,115.76,236.6,164.77,116.67,99.13,17.97,22.12,21.55,103.26,88.68,16.94,308.2,*****,*****,14.91,2.92,*****,2.59,78.36,*****,3.64,414.17,30.92,31.54,10.65,41.84,0.66,5.9732,43.78,,,1.27,15.41,34.17,12.68,3.56,
2007/10/3,115.7,236.14,163.74,115.93,98.43,17.76,21.98,21.29,102.31,87.78,16.75,308.04,*****,*****,14.91,2.93,*****,2.58,78.01,*****,3.65,416.04,30.98,31.53,10.63,41.65,0.65,5.9516,43.47,,,1.27,15.4,33.87,12.68,3.55,
2007/10/4,116.84,237.5,164.65,117.05,98.98,17.91,22.1,21.41,103.34,88.07,16.88,311.08,*****,*****,15.06,2.97,*****,2.6,78.7,*****,3.69,419.08,31.25,31.83,10.72,41.98,0.66,5.9887,43.64,,,1.28,15.56,34.18,12.77,3.59,
2007/10/5,116.55,237.73,164.76,116.82,99.18,17.89,22.12,21.45,103.64,88.17,16.96,310.3,*****,*****,15.02,2.97,*****,2.6,78.78,*****,3.71,419.24,31.15,31.76,10.74,42.04,0.65,5.9892,43.79,,,1.28,15.52,34.22,12.74,3.58,
2007/10/9,117.36,238.85,164.82,118.89,98.93,17.99,22.13,21.5,105.17,89.78,17.22,312.63,*****,*****,15.12,2.99,*****,2.66,79.63,*****,3.74,422.16,31.4,31.98,10.83,42.11,0.66,6.0092,43.92,,,1.3,15.63,34.58,12.82,3.61,
2007/10/10,117.3,239.22,165.45,119.38,99.12,18.09,22.21,21.61,105.53,89.66,17.21,312.38,*****,*****,15.11,2.99,*****,2.65,79.98,*****,3.74,421.94,31.39,31.97,10.84,42.29,0.67,6.0371,44.26,,,1.3,15.59,34.65,12.82,3.6,
2007/10/11,117.17,238.92,165.68,119.26,98.98,18.15,22.25,21.56,105.34,89.45,17.11,312.04,*****,*****,15.11,3,*****,2.65,79.84,*****,3.74,420.11,31.33,31.94,10.82,42.86,0.67,6.0428,44.15,,,1.29,15.59,34.69,12.76,3.6,
2007/10/12,117.46,238.83,166.76,120.23,99.41,18.31,22.4,21.8,105.95,90.63,17.55,312.81,*****,*****,15.15,3.01,*****,2.69,80.28,*****,3.73,422.52,31.4,32.01,10.86,43.45,0.67,6.0829,44.72,,,1.3,15.63,34.89,12.84,3.61,
2007/10/15,117.73,239.23,166.75,120.91,99.34,18.33,22.39,21.74,106.58,91.08,17.5,313.45,*****,*****,15.18,3.01,*****,2.7,80.35,*****,3.74,423.49,31.53,32.07,10.91,42.74,0.67,6.0874,44.86,,,1.3,15.67,34.96,12.85,3.62,
2007/10/16,117.25,239.38,166.46,119.99,99.27,18.23,22.35,21.76,105.3,89.33,17.19,312.08,*****,*****,15.12,3,*****,2.67,79.9,*****,3.73,420.25,31.4,31.96,10.85,42.91,0.67,6.0501,44.87,,,1.3,15.6,34.69,12.78,3.6,
2007/10/17,116.74,237.12,165.48,119.12,98.74,18.07,22.21,21.55,103.55,86.98,17.07,310.89,*****,*****,15.06,2.98,*****,2.64,79.49,*****,3.71,413.97,31.25,31.8,10.8,42.76,0.66,6.0206,44.56,,,1.29,15.54,34.45,12.73,3.58,
2007/10/18,116.59,237.9,165.65,119.6,98.86,18.11,22.23,21.61,103.88,87.45,17.04,310.91,*****,*****,15.04,2.97,*****,2.65,79.58,*****,3.7,418.64,31.2,31.78,10.77,42.57,0.66,6.0441,44.72,,,1.28,15.51,34.56,12.72,3.58,
2007/10/19,115.38,235.96,164.81,118.42,98.63,17.99,22.12,21.51,103.09,86.66,16.94,307.19,*****,*****,14.89,2.93,*****,2.62,79.03,*****,3.67,414.89,30.9,31.45,10.68,42.13,0.66,6.044,44.69,,,1.27,15.36,34.34,12.61,3.54,
2007/10/22,113.88,233.57,163.26,117.77,98.01,17.8,21.91,21.29,100.93,84.43,16.66,303.28,*****,*****,14.69,2.89,*****,2.6,77.76,*****,3.64,411.12,30.49,31.04,10.52,41.68,0.65,6.0158,44.29,,,1.25,15.17,33.78,12.41,3.5,
2007/10/23,114.41,232.84,162.34,117.09,97.24,17.63,21.79,21.06,101.53,85.65,16.85,304.61,*****,*****,14.76,2.89,*****,2.61,78.15,*****,3.64,408.75,30.61,31.19,10.59,41.74,0.65,5.9775,44.37,,,1.26,15.24,33.92,12.47,3.51,
2007/10/24,114.77,235.2,163.52,118.65,97.75,17.83,21.94,21.23,103.1,86.75,17.23,305.48,*****,*****,14.81,2.92,*****,2.61,78.47,*****,3.64,415.08,30.69,31.29,10.61,41.88,0.65,5.9995,44.61,,,1.26,15.3,34.08,12.54,3.53,
2007/10/25,114.08,233.67,162.56,117.63,97.22,17.64,21.82,21,102.89,86.05,17.12,303.81,*****,*****,14.72,2.9,*****,2.59,78.09,*****,3.63,407.14,30.52,31.1,10.55,41.66,0.65,5.9947,44.44,,,1.25,15.22,33.87,12.45,3.51,
2007/10/26,114.22,234.44,163.59,118.17,97.93,17.78,21.96,21.22,103.84,87.16,17.4,304.1,*****,*****,14.74,2.91,*****,2.61,78.54,*****,3.62,413.84,30.55,31.12,10.58,41.72,0.65,6.0562,45.17,,,1.25,15.26,34.05,12.5,3.52,
2007/10/29,114.19,234.45,164.47,118.74,98.17,17.89,22.08,21.27,105.17,87.87,17.5,304.1,*****,*****,14.73,2.91,*****,2.61,78.59,*****,3.6,409.87,30.55,31.14,10.65,41.98,0.66,6.0901,45.68,,,1.25,15.26,34.15,12.56,3.52,
2007/10/30,114.55,235.85,164.81,119.94,98.18,17.9,22.13,21.43,105.39,88.03,17.45,305.06,*****,*****,14.78,2.92,*****,2.62,78.79,*****,3.62,411.46,30.6,31.22,10.71,41.98,0.66,6.1289,45.62,,,1.26,15.33,34.2,12.62,3.54,
2007/10/31,114.77,237.51,165.65,120.28,99.04,18.01,22.24,21.45,105.83,87.88,17.53,305.48,*****,*****,14.81,2.93,*****,2.63,79.2,*****,3.63,416.59,30.71,31.29,10.7,42.66,0.66,6.1804,45.55,,,1.26,15.36,34.36,12.73,3.54,
2007/11/1,115.52,240.27,167.17,122,99.58,18.19,22.44,21.53,107.66,89.23,17.74,307.64,*****,*****,14.9,2.96,*****,2.67,79.81,*****,3.66,419.31,30.9,31.49,10.87,42.8,0.67,6.2174,46.19,,,1.27,15.47,34.69,12.8,3.57,
2007/11/2,114.72,238.53,165.54,120.72,99.11,17.83,22.22,21.15,105.19,87.35,17.33,305.35,*****,*****,14.78,2.94,*****,2.66,79.01,*****,3.63,410.89,30.7,31.28,10.74,42.73,0.66,6.1512,45.27,,,1.26,15.39,34.29,12.67,3.55,
2007/11/5,114.64,239.48,166.27,122.41,99.48,17.98,22.32,21.23,105.39,87.58,17.54,305.22,*****,*****,14.76,2.94,*****,2.64,79.09,*****,3.62,416.87,30.67,31.25,10.73,42.7,0.66,6.1867,45.64,,,1.26,15.36,34.3,12.69,3.54,
2007/11/6,114.48,238.3,165.81,122.73,99.31,17.88,22.25,21.29,105.57,88.31,17.37,304.87,*****,*****,14.74,2.93,*****,2.62,78.97,*****,3.62,411.8,30.63,31.21,10.69,42.87,0.66,6.1648,45.53,,,1.25,15.35,34.21,12.64,3.54,
2007/11/7,114.78,239.59,167.07,124.98,100.28,18.09,22.43,21.53,106.96,89.85,17.58,305.67,*****,*****,14.78,2.94,*****,2.65,79.34,*****,3.63,417.38,30.71,31.29,10.73,42.87,0.66,6.2178,46.04,,,1.26,15.39,34.46,12.7,3.55,
2007/11/8,112.91,237.37,165.36,121.57,99.69,17.89,22.18,21.31,104.67,87.38,17.26,300.69,*****,*****,14.54,2.89,*****,2.62,78.23,*****,3.59,405.13,30.2,30.74,10.46,42.23,0.65,6.1231,45.34,,,1.24,15.16,33.89,12.44,3.5,
2007/11/9,112.88,238.03,165.87,121.18,100.28,17.95,22.24,21.48,104.87,87.93,17.41,300.61,*****,*****,14.52,2.89,*****,2.62,78.38,*****,3.59,405.02,30.2,30.77,10.47,42.56,0.66,6.192,45.8,,,1.24,15.2,33.97,12.47,3.5,
2007/11/12,110.52,230.36,161.79,116.96,98.27,17.48,21.7,20.76,99.98,83.88,16.64,294.17,*****,*****,14.2,2.83,*****,2.59,76.5,*****,3.52,398.27,29.57,30.13,10.17,41.59,0.64,6.1061,44.63,,,1.21,14.9,33.15,12.15,3.43,
2007/11/13,109.98,226.16,160.1,113.96,97.47,17.24,21.49,20.26,97.22,82.4,16.16,293.12,*****,*****,14.12,2.82,*****,2.55,75.61,*****,3.49,395.61,29.44,29.98,10.06,41.26,0.63,6.0197,43.98,,,1.2,14.83,32.81,12.05,3.4,
2007/11/14,111.28,230.94,162.82,116.27,98.88,17.62,21.86,20.55,100.34,85.06,16.71,296.59,*****,*****,14.29,2.84,*****,2.61,77.07,*****,3.54,404.65,29.77,30.32,10.26,41.73,0.64,6.1311,44.72,,,1.22,14.98,33.39,12.2,3.45,
2007/11/15,111.51,229.06,163.28,115.66,99.2,17.71,21.93,20.61,99.96,84.93,16.89,297.76,*****,*****,14.32,2.86,*****,2.61,77.13,*****,3.55,405.49,29.87,30.38,10.23,41.93,0.64,6.1438,44.8,,,1.21,15,33.29,12.19,3.46,
2007/11/16,110.63,226.07,161.81,112.42,98.64,17.46,21.72,20.18,97.94,83.44,16.45,295.41,*****,*****,14.22,2.84,*****,2.57,76.12,*****,3.51,403.76,29.67,30.19,10.13,42.39,0.64,6.0953,44.17,,,1.19,14.89,32.67,12.05,3.43,
2007/11/19,111.03,228.29,163.01,113.98,99.44,17.62,21.88,20.34,99.78,84.47,16.62,296.48,*****,*****,14.26,2.84,*****,2.56,76.68,*****,3.52,403.89,29.72,30.28,10.17,42.62,0.64,6.1309,44.57,,,1.19,14.94,33,12.12,3.44,
2007/11/20,110.04,225.45,161.37,111.85,98.67,17.4,21.66,20.01,97.12,82.97,16.25,294.38,*****,*****,14.14,2.82,*****,2.55,75.85,*****,3.51,400.15,29.49,30,10.02,41.43,0.63,6.0462,43.87,,,1.18,14.81,32.56,11.96,3.4,
2007/11/21,109.85,226.99,162.82,112,99.27,17.54,21.86,20.44,97.77,83.83,16.46,293.87,*****,*****,14.11,2.81,*****,2.55,75.91,*****,3.5,394.43,29.7,29.96,10.01,41.3,0.64,6.113,44.3,,,1.18,14.79,32.65,11.87,3.39,
2007/11/22,108.54,223.79,161.19,110.03,98.47,17.3,21.63,20.11,94.6,81.59,15.95,290.52,*****,*****,13.95,2.78,*****,2.51,74.71,*****,3.47,391.84,29.13,29.59,9.89,40.52,0.63,6.0267,43.76,,,1.15,14.64,32.08,11.64,3.36,
2007/11/26,108.68,224.14,161.18,110.23,98.49,17.37,21.64,20.12,95.81,82.71,15.99,291.13,*****,*****,13.98,2.76,*****,2.56,75.45,*****,3.49,398.53,29.27,29.67,9.92,40.78,0.63,5.9978,43.83,,,1.16,14.69,32.45,11.71,3.37,
2007/11/27,107.37,222.25,159.53,108.74,97.78,17.21,21.41,19.82,93.64,80.8,15.31,287.55,*****,*****,13.8,2.73,*****,2.51,74.37,*****,3.45,390.15,29.03,29.22,9.74,40.32,0.62,5.9783,43.21,,,1.14,14.52,31.81,11.51,3.33,
2007/11/28,108.5,224.28,160.91,108.87,98.17,17.29,21.59,19.89,95.2,82.51,15.56,290.65,*****,*****,13.94,2.74,*****,2.54,75.23,*****,3.48,397.87,29.15,29.57,9.9,40.81,0.63,6.0412,43.82,,,1.15,14.69,32.21,11.71,3.36,
2007/11/29,110.06,228.56,163.19,111.3,99,17.42,21.9,20.23,97.23,84.86,16.08,294.75,*****,*****,14.14,2.79,*****,2.58,76.29,*****,3.57,407.63,29.75,30.24,10.09,41.42,0.64,6.1452,44.88,,,1.18,14.89,32.71,11.85,3.4,
2007/11/30,110.14,227.44,162.63,110.35,98.63,17.32,21.82,20.03,97.53,85.04,16.2,295.04,*****,*****,14.14,2.8,*****,2.59,76.17,*****,3.59,405.67,29.62,29.98,10.11,41.43,0.64,6.1981,44.76,,,1.18,14.89,32.75,11.89,3.41,
2007/12/3,110.91,228.05,162.47,110.91,98.15,17.39,21.8,20.02,97.94,84.78,16.38,297.03,*****,*****,14.24,2.82,*****,2.63,76.56,*****,3.63,406.26,29.81,30.29,10.18,41.75,0.64,6.2065,45.02,,,1.19,14.99,33.04,12.01,3.44,
2007/12/4,110.4,227.82,161.69,110.2,97.78,17.15,21.7,19.92,96.63,84.11,16.24,295.74,*****,*****,14.17,2.82,*****,2.62,76.16,*****,3.59,400.73,29.71,30.21,10.14,41.54,0.64,6.178,44.85,,,1.18,14.89,32.94,11.96,3.42,
2007/12/5,109.98,226.2,162.24,108.52,98.36,17.32,21.77,20.04,95.78,83.82,16.18,294.54,*****,*****,14.11,2.81,*****,2.62,76.02,*****,3.61,403.15,29.45,30.01,10.11,41.43,0.64,6.1752,44.96,,,1.19,14.84,32.91,11.92,3.41,
2007/12/6,111.02,225.26,162.2,109.73,98.39,17.26,21.77,20.15,96.7,85.8,16.41,297.32,*****,*****,14.24,2.84,*****,2.67,76.64,*****,3.67,401.52,29.69,30.24,10.25,41.81,0.65,6.2022,45.29,,,1.2,15.01,33.24,12.03,3.44,
2007/12/7,111.52,225.97,163.2,110.46,98.7,17.4,21.9,20.36,97.99,86.68,16.63,298.66,*****,*****,14.3,2.85,*****,2.67,77.21,*****,3.69,413.04,29.81,30.39,10.29,41.98,0.65,6.2581,45.58,,,1.21,15.03,33.45,12.11,3.46,
2007/12/10,111.62,226.83,163.43,110.72,98.88,17.39,21.9,20.35,97.66,86.39,16.59,298.61,*****,*****,14.32,2.86,*****,2.7,77.44,*****,3.69,405.6,29.85,30.43,10.33,42.05,0.65,6.2814,45.79,,,1.21,15.07,33.62,12.14,3.46,
2007/12/11,111.92,229.08,164.66,111.21,99.2,17.48,22.08,20.58,99.15,87.57,16.78,298.69,*****,*****,14.35,2.86,*****,2.71,77.74,*****,3.71,410.26,29.92,30.43,10.37,42.13,0.66,6.3447,46.15,,,1.21,15.13,33.8,12.1,3.46,
